Primary Street,Dir,Cross Street,Type,Dist,Count Date,Day,W/B,E/B,N/B,S/B,Total
FIGUEROA ST,AT,LOMITA BL,MAN,SR,2013-06-18T00:00:00,THU,0,0,3950,3823,7773
FIGUEROA ST,AT,LOMITA BL,AUT,SR,2013-03-27T00:00:00,WED,0,0,4128,4693,8821
FIGUEROA ST,AT,AVE 61,AUTO,EV,2011-05-23T00:00:00,MON,6076,5618,,,11694
FIGUEROA ST,AT,BEARD ST,AUTO,EV,2011-05-23T00:00:00,MON,6394,5954,,,12348
FIGUEROA ST,AT,168 th ST,MAN,SR,2013-06-18T00:00:00,TUE,0,0,6681,6895,13576
FIGUEROA ST,AT,168 th ST,AUT,SR,2013-04-04T00:00:00,THU,0,0,7988,6003,13991
FIGUEROA ST,AT,85 th ST,AUTO,HW,2011-04-18T00:00:00,MON,7507,6783,,,14290
FIGUEROA ST,AT,93 rd ST,AUTO,HW,2011-04-18T00:00:00,MON,8258,6924,,,15182
FIGUEROA ST,AT,PACIFIC COAST HWY,AUTO,HW,2011-04-19T00:00:00,TUE,8019,8178,,,16197
FIGUEROA ST,AT,118 th PL,AUTO,HW,2011-04-19T00:00:00,TUE,9049,7814,,,16863
FIGUEROA ST,AT,54 th ST,AUTO,HW,2011-08-08T00:00:00,MON,8842,9037,,,17879
FIGUEROA ST,AT,130 th ST,MAN,SR,2013-07-09T00:00:00,TUE,0,0,10441,8378,18819
FIGUEROA ST,AT,BUENA VISTA TER,MAN,EV,2011-05-24T00:00:00,TUE,,,9475,9757,19232
FIGUEROA ST,AT,109 th ST,AUTO,HW,2011-08-08T00:00:00,MON,10248,9774,,,20022
FIGUEROA ST,AT,CESAR CHAVEZ AV,AUTO,HW,2011-08-05T00:00:00,FRI,9900,10187,,,20087
FIGUEROA ST,AT,75 th ST,AUTO,HW,2011-08-08T00:00:00,MON,11122,10251,,,21373
FIGUEROA ST,AT,111 TH ST,AUTO,HW,2011-08-05T00:00:00,FRI,10677,10998,,,21675
FIGUEROA ST,AT,AVE 43 / MALL DRIVEWAY,MAN,CR,2013-11-05T00:00:00,TUE,0,0,7435,14396,21831
FIGUEROA ST,N/O,CENTURY BL,AUTO,SR,2014-04-14T00:00:00,MON,0,0,11713,10896,22609
FIGUEROA ST,AT,AVE 55,AUT,CR,2013-04-02T00:00:00,TUE,12277,11062,0,0,23339
FIGUEROA ST,AT,LANARK ST,AUTO,HW,2011-08-05T00:00:00,FRI,12082,11810,,,23892
FIGUEROA ST,AT,76 th ST,AUTO,SR,2014-04-10T00:00:00,THU,0,0,15231,8856,24087
FIGUEROA ST,AT,AVE 55,AUT,CR,2013-04-04T00:00:00,THU,12506,11613,0,0,24119
FIGUEROA ST,AT,121 st ST,AUTO,HW,2011-04-19T00:00:00,TUE,14491,10558,,,25049
FIGUEROA ST,AT,84 th ST,AUTO,SR,2014-04-14T00:00:00,MON,0,0,13886,12368,26254
FIGUEROA ST,AT,56 th ST,AUTO,CR,2013-08-12T00:00:00,MON,0,0,13356,13720,27076
FIGUEROA ST,AT,78 th ST,MAN,SR,2013-01-14T00:00:00,MON,0,0,17367,10857,28224
FIGUEROA ST,AT,56 th ST,MAN,CR,2013-10-01T00:00:00,TUE,0,0,13661,14782,28443
FIGUEROA ST,AT,70 h ST (WEST JOG),MAN,SR,2013-02-07T00:00:00,THU,0,0,16356,12584,28940
FIGUEROA ST,AT,COLORADO BL,AUTO,EV,2011-05-16T00:00:00,MON,15339,14095,,,29434
FIGUEROA ST,S/O ,FLORENCE AV,AUTO,SR,2014-04-10T00:00:00,THU,0,0,16072,14032,30104
FIGUEROA ST,AT,AVE 42,AUTO,EV,2011-05-20T00:00:00,FRI,17942,18638,,,36580
FIGUEROA ST,AT,AMABEL ST,AUTO,EV,2011-05-20T00:00:00,FRI,18385,19495,,,37880
FIGUEROA ST,AT,70 th ST (WEST JOG),AUTO,SR,2011-10-31T00:00:00,MON,20984,18183,,,39167
FIGUEROA ST,AT,RIVER ST,AUTO,EV,2011-05-20T00:00:00,FRI,22048,21277,,,43325
FIGUEROA ST,AT,AVE 37,AUTO,EV,2011-05-20T00:00:00,FRI,22324,23128,,,45452
FIGUEROA ST   ( 300 S ),S/O ,REDONDO BEACH BL,AUTO,SR,2014-04-27T00:00:00,SUN,0,0,3467,3255,6722
FIGUEROA ST   ( 300 S ),S/O,REDONDO BEACH BL,AUTO,SR,2014-04-28T00:00:00,MON,0,0,7119,2945,10064
FINLEY AV,AT,BERENDO ST,AUT,HW,2013-03-28T00:00:00,THU,828,1230,0,0,2058
FIRTH BL,AT,103rd ST,MAN,SR,2014-05-19T00:00:00,MON,0,0,273,38,311
FLETCHER DR,AT,ANDRITA ST,AUTO,CR,2014-01-23T00:00:00,THU,0,0,4776,6716,11492
FLETCHER DR,AT,SAN FERNANDO RD,AUTO,CR,2014-01-22T00:00:00,WED,0,0,10150,9889,20039
FLETCHER DR,AT,RIVERSIDE DR,MAN,CR,2013-08-14T00:00:00,WED,0,0,18119,18918,37037
FLETCHER DR ,AT,ESTARA AV,AUTO ,CR,2014-01-22T00:00:00,WED,0,0,5680,6383,12063
FLETCHER DR   (UPPER RDWY),AT,CASITAS AV,MAN,HW,2014-05-14T00:00:00,WED,0,0,0,381,381
FLICKER AWY,W/O,BLUEBIRD AV,AUTO,HW,2013-07-15T00:00:00,MON,208,216,0,0,424
FLICKER WAY ,E/O,BLUEBIRD AV,AUTO,HW,2013-07-15T00:00:00,MON,332,192,0,0,524
FLORENCE AV,AT,KANSAS AV,AUTO,HW,2011-04-18T00:00:00,MON,2654,3486,,,6140
FLORENCE AV,AT,HOOVER ST,MAN,HW,2011-03-24T00:00:00,THU,10272,9731,,,20003
FLORENCE AV,AT,CRENSHAW BL,AUTO,SR,2013-07-29T00:00:00,MON,17676,16057,0,0,33733
FLORENCE AV,AT ,HOOVER ST,AUTO,SR,2013-05-29T00:00:00,WED,18554,19274,0,0,37828
FLORENCE AV,AT,HOOVER ST,AUTO,SR,2013-05-29T00:00:00,WED,18554,19274,0,0,37828
FLORENCE AV,AT ,VAN NESS AV,MAN,SR,2013-09-04T00:00:00,WED,20953,20389,0,0,41342
FLOWER ST,N/O,4 th ST,AUTO,CR,2014-01-12T00:00:00,SUN,0,0,45,4066,4111
FLOWER ST,N/O,6 th ST,AUTO,CR,2014-01-12T00:00:00,SUN,0,0,0,4137,4137
FLOWER ST,N/O,4 th ST,AUTO,CR,2014-01-11T00:00:00,SAT,0,0,36,5314,5350
FLOWER ST,N/O,5 th ST,AUTO,CR,2014-01-12T00:00:00,SUN,0,0,0,6795,6795
FLOWER ST,AT,37 th PL,AUTO,CR,2014-03-25T00:00:00,TUE,0,0,2075,5537,7612
FLOWER ST,N/O,5 th ST,AUTO,CR,2014-01-11T00:00:00,SAT,0,0,0,9021,9021
FLOWER ST,N/O,6 th ST,AUTO,CR,2014-01-11T00:00:00,SAT,0,0,0,10044,10044
FLOWER ST,AT,3 rd ST,MAN,CR,2013-04-02T00:00:00,TUE,0,0,491,9971,10462
FLOWER ST,N/O,4 th ST,AUTO,CR,2014-01-10T00:00:00,FRI,0,0,326,12023,12349
FLOWER ST,N/O,5 th ST,AUTO,CR,2014-01-10T00:00:00,FRI,0,0,0,16462,16462
FLOWER ST,N/O,6 th ST,AUTO,CR,2014-01-10T00:00:00,FRI,0,0,0,16999,16999
FLOWER ST,AT,2 nd PL   overpass,AUTO,HW,2011-10-28T00:00:00,FRI,18119,11273,,,29392
FLOWER ST,S/O,2 nd PL   1-WAY ONLY,AUTO,HW,2011-10-28T00:00:00,FRI,12149,21581,,,33730
FLOWER ST,N/O,4 th ST,AUTO,HW,2011-11-02T00:00:00,WED,17362,16890,,,34252
FLOWER ST,AT,VENICE BL,AUTO,HW,2011-10-31T00:00:00,MON,17822,20137,,,37959
FLOWER ST,N/O,2 nd PL   1-WAY ONLY,AUTO,HW,2011-10-28T00:00:00,FRI,24836,22164,,,47000
FOOTHILL BL,AT,LOWELL AV,AUTO,EV,2011-04-06T00:00:00,WED,2118,1784,,,3902
FOOTHILL BL,AT,CHRISTY AV,MAN,EV,2013-01-28T00:00:00,MON,2973,2193,0,0,5166
FOOTHILL BL,AT,SHERMAN GROVE AV,AUTO,SR,2011-07-11T00:00:00,MON,,,4124,3320,7444
FOOTHILL BL,AT,WYNGATE ST,AUTO,SR,2011-04-05T00:00:00,TUE,5359,3500,,,8859
FOOTHILL BL,AT,SALUDA AV,AUTO,EV,2011-01-05T00:00:00,WED,,,5707,3998,9705
FOOTHILL BL,AT,VAN NUYS BL,AUTO,HW,2013-01-14T00:00:00,MON,4728,6200,0,0,10928
FOOTHILL BL,AT,ESKO AV,AUTO,SR,2011-06-16T00:00:00,THU,7580,3912,,,11492
FOOTHILL BL,AT,MOUNTAIR AV,AUTO,EV,2011-11-30T00:00:00,WED,,,4535,7434,11969
FOOTHILL BL,AT,APPERSON ST,AUTO,EV,2011-11-28T00:00:00,MON,,,6916,6440,13356
FOOTHILL BL,AT,MT GLEASON AV,AUTO,EV,2011-11-30T00:00:00,WED,,,7603,5886,13489
FOOTHILL BL,AT,MACLAY ST,MAN,HW,2013-01-09T00:00:00,WED,9565,4872,0,0,14437
FOOTHILL BL,AT,HILLHAVEN AV  west jog,AUTO,EV,2011-11-29T00:00:00,TUE,,,7639,7274,14913
FOOTHILL BL,AT,OSBORNE ST JOG NEAR TERRA BELLA,AUT,EV,2013-04-09T00:00:00,TUE,6886,8969,0,0,15855
FOOTHILL BL,AT,TUJUNGA CANYON BL,AUTO,EV,2011-11-28T00:00:00,MON,,,8962,7020,15982
FOOTHILL BL,AT,CHRISTY AV,AUTO,SR,2011-08-08T00:00:00,MON,9990,7692,,,17682
FOOTHILL BL,AT,ORO VISTA AV,AUTO,SR,2011-06-09T00:00:00,THU,,,8835,9341,18176
FOOTHILL BL,AT,VAN NUYS BL,AUTO,SR,2011-08-05T00:00:00,FRI,12898,13366,,,26264
FOOTHILL BL,AT,RIDERWOOD DR,AUTO,SR,2011-08-05T00:00:00,FRI,17210,13433,,,30643
FOOTHILL BL,AT,FOOTHILL PL  east jog,AUTO,SR,2011-08-05T00:00:00,FRI,16466,14802,,,31268
FOOTHILL BL,AT,McVINE AV,MAN,SR,2011-02-16T00:00:00,WED,,,17054,18598,35652
FOOTHILL BL,AT,FRANLIE DR,AUTO,SR,2011-08-05T00:00:00,FRI,17851,18095,,,35946
FOOTHILL BL,AT ,PINEWOOD AV,AUTO,SR,2011-02-10T00:00:00,THU,,,23089,23008,46097
FOREST LAWN DR,AT,MT SINAI DR   Private,AUTO,EV,2011-05-31T00:00:00,TUE,905,704,,,1609
FOREST LAWN DR,AT,ZOO DR,AUTO,EV,2011-05-31T00:00:00,TUE,1195,1585,,,2780
FOREST LAWN DR,AT,WARNER STUDIOS DRWY,AUTO,SR,2011-08-09T00:00:00,TUE,3672,2966,,,6638
FOREST LAWN DR,AT,MEMORIAL DR,AUTO,SR,2011-08-09T00:00:00,TUE,8677,7276,,,15953
FOREST LAWN DR,E/O,BARHAM BL,AUTO,SR,2011-08-08T00:00:00,MON,9748,7799,,,17547
FOREST LAWN DR,AT,N COYOTE CANYON RD,AUTO,CR,2011-08-08T00:00:00,MON,11625,9376,,,21001
FOREST LAWN DR ,W/O,WARNER STUDIO DWY,AUTO,HW,2014-02-05T00:00:00,WED,6060,11206,0,0,17266
FOREST LAWN DR ,AT,MEMORIAL DR,AUTO,HW,2014-02-04T00:00:00,TUE,10054,10074,0,0,20128
FOREST LAWN DR ,AT,MT SINAI DR,AUTO,HW,2014-02-04T00:00:00,TUE,10198,11101,0,0,21299
FOREST LAWN DR ,AT,ZOO DR,AUTO,HW,2014-02-04T00:00:00,TUE,11106,11030,0,0,22136
FOREST LAWN DR ,E/O,BARHAM BL,AUTO,HW,2014-02-05T00:00:00,WED,12097,12853,0,0,24950
FORMAN AV,AT,CAMARILLO ST,AUTO,WR,2011-05-10T00:00:00,TUE,104,97,,,201
FORMAN AV,AT,CAMARILLO ST,MAN,EV,2013-02-19T00:00:00,TUE,0,0,1325,216,1541
FOUNTAIN AV,AT,ARDMORE AV,AUTO,WV,2011-07-12T00:00:00,TUE,341,368,,,709
FOUNTAIN AV,AT,L RON HUBBARD WY,AUTO,EV,2011-04-12T00:00:00,TUE,1508,1997,,,3505
FOUNTAIN AV,AT,BRONSON AV,MAN,HW,2014-03-13T00:00:00,THU,0,4049,0,0,4049
FOUNTAIN AV,AT,JUNE ST,AUTO,HW,2014-05-05T00:00:00,MON,6516,7201,0,0,13717
FOUNTAIN AV,AT,VIRGIL AV,AUTO,HW,2011-09-21T00:00:00,WED,,,12013,13482,25495
FOUNTAIN AV,AT,WESTMORELAND AV,AUTO,HW,2011-09-21T00:00:00,WED,,,14511,13552,28063
FOUNTAIN AV,AT,MYRA AV,AUTO,HW,2011-09-21T00:00:00,WED,,,16943,19302,36245
FRAMPTON AV,AT,253 rd ST,AUTO,HW,2011-06-07T00:00:00,TUE,,,69,,69
FRANKILN AV,AT,GARFIELD PL,AUTO,HW,2011-09-21T00:00:00,WED,,,13704,20175,33879
FRANKLIN AV,AT,ARGYLE AV,AUTO,SR,2011-04-05T00:00:00,TUE,,,747,397,1144
FRANKLIN AV,AT,TALMADGE ST,AUTO,SR,2011-09-27T00:00:00,TUE,,,2061,1264,3325
FRANKLIN AV,AT,CAHUENGA BL   ,AUTO,CR,2011-06-14T00:00:00,TUE,,,2694,1082,3776
FRANKLIN AV,AT,TALMADGE ST,AUTO,CR,2011-06-21T00:00:00,TUE,,,2629,1716,4345
FRANKLIN AV,AT ,VAN NESS AV,AUTO,CR,2011-06-22T00:00:00,WED,,,2289,3458,5747
FRANKLIN AV,AT,TALMADGE ST,MAN,HW,2013-01-31T00:00:00,THU,4594,4145,0,0,8739
FRANKLIN AV,AT,WILTON PL,AUTO,CR,2011-06-22T00:00:00,WED,,,6396,3653,10049
FRANKLIN AV,AT,TALMADGE ST,AUTO,HW,2013-10-22T00:00:00,TUE,5008,5532,0,0,10540
FRANKLIN AV,W/O,ST GEORGE ST,AUTO,HW,2013-10-22T00:00:00,TUE,4782,6183,0,0,10965
FRANKLIN AV,AT,BRONSON AV,AUTO,CR,2011-01-05T00:00:00,WED,,,4826,6262,11088
FRANKLIN AV,AT,LAS PALMAS AV,MAN,HW,2013-01-09T00:00:00,WED,9565,4872,0,0,14437
FRANKLIN AV,AT,LAS PALMAS AV,MAN,CR,2011-08-31T00:00:00,WED,,,,15595,15595
FRANKLIN AV,AT,LAS PALMAS AV,AUTO,HW,2013-12-02T00:00:00,MON,9857,6283,0,0,16140
FRANKLIN AV,AT,HILLHURST AV,AUTO,HW,2013-10-24T00:00:00,THU,9095,9143,0,0,18238
FRANKLIN AV,AT,VERMONT AV,AUTO,HW,2013-10-24T00:00:00,THU,7899,11402,0,0,19301
FRANKLIN AV,E/O,SYCAMORE AV,AUTO,HW,2013-05-21T00:00:00,TUE,0,21811,0,0,21811
FRANKLIN AV,AT,CATALINA ST,AUTO,HW,2013-10-24T00:00:00,THU,9525,12057,0,0,21852
FRANKLIN AV,E/O,WESTERN AV,AUTO,HW,2013-10-02T00:00:00,WED,9135,13024,0,0,22159
FRANKLIN AV,AT,MARIPOSA AV,AUTO,HW,2013-10-02T00:00:00,WED,10019,12334,0,0,22353
FRANKLIN AV,AT,WINONA BL,AUTO,HW,2013-10-02T00:00:00,WED,9139,14629,0,0,24068
FRANKLIN AV,AT,ALEXANDRIA AV,AUTO,EV,2011-04-27T00:00:00,WED,,,13258,13596,26854
FRANKLIN AV,AT,VAN NESS AV,MAN,HW,2014-03-11T00:00:00,TUE,16582,14852,0,0,31434
FRANKLIN AV,AT,FULLER AV,MAN,EV,2011-05-05T00:00:00,THU,,,13552,19138,32691
FRANKLIN AV,AT,VAN NESS AV,AUTO,HW,2014-05-08T00:00:00,THU,17741,18108,0,0,35849
FRANKLIN AV,E/O,LA BREA AV,AUTO,HW,2013-05-14T00:00:00,TUE,21091,18633,0,0,39724
FRANKLIN AV,E/O,LA BREA AV,AUTO ,HW,2013-05-21T00:00:00,TUE,20878,19995,0,0,40873
FRANKLIN AV,E/O,SYCAMORE AV,AUTO,HW,2013-05-14T00:00:00,TUE,19585,21645,0,0,41230
FRESNO ST,AT,WHITTIER BL,AUTO,CR,2013-06-03T00:00:00,MON,0,0,384,198,582
FRESNO ST    (EAST JOG),AT,WHITTIER BL,MAN,CR,2013-05-28T00:00:00,TUE,0,0,0,686,686
FRIAR ST,AT,VAN NUYS BL,AUTO,CR,2011-06-21T00:00:00,TUE,,,2533,9956,12489
FULLER AV ,AT,HAUSER BL,MAN,CR,2011-05-09T00:00:00,MON,,,,992,992
FULTON AV,AT,ERWIN ST,MAN,CR,2013-01-17T00:00:00,THU,0,0,764,731,1495
FULTON AV,AT,VANOWEN ST,AUTO,CR,2011-06-20T00:00:00,MON,,,550,993,1543
FULTON AV,S/O,SHERMAN WY,AUTO,CR,2011-06-20T00:00:00,MON,,,981,1761,2742
FULTON AV,AT,VICTORY BL,AUTO,CR,2011-03-22T00:00:00,TUE,,,12171,5873,18044
FULTON AV,AT,HATTERAS ST,AUTO,CR,2011-03-22T00:00:00,TUE,,,13040,8004,21044
FULTON AV,AT,ARCHWOOD ST,AUTO,CR,2011-03-22T00:00:00,TUE,,,13865,13195,27060
G ST,AT,BROAD AV,AUTO,SR,2014-02-12T00:00:00,WED,1720,1358,0,0,3078
G ST ,AT ,Mc DONALD AV,AUTO,CR,2011-06-01T00:00:00,WED,,,4085,3223,7308
G ST`,AT,GULF AV,AUTO,CR,2012-01-08T00:00:00,TUE,0,0,685,1082,1767
GAFFEY ST,AT,30 th ST / 31 st ST,AUTO,EV,2011-07-26T00:00:00,TUE,265,155,,,420
GAFFEY ST,AT,6 th ST,AUTO,CR,2013-01-03T00:00:00,THU,0,0,647,1080,1727
GAFFEY ST,AT,21 st ST,MAN,EV,2011-04-26T00:00:00,TUE,,,1142,1758,2900
GAFFEY ST,AT,6TH ST,AUTO,EV,2011-03-30T00:00:00,WED,,,1598,3810,5408
GAFFEY ST,AT,4 th ST,AUTO,SR,2013-03-26T00:00:00,TUE,0,0,22623,23599,46222
GAFFEY ST,AT,4 th ST,MAN,SR,2013-03-26T00:00:00,TUE,27114,23101,0,0,50215
GAGE AV,AT,GRAMERCY PL,AUTO,EV,2011-08-02T00:00:00,TUE,,,170,194,364
GAGE AV,AT,MENLO AV,MAN,SR,2013-01-28T00:00:00,MON,129,738,0,0,867
GAGE AV,AT,FIGUEROA ST,MAN,EV,2011-06-06T00:00:00,MON,221,653,,,874
GAGE AV,AT ,HALLDALE AV,AUTO,EV,2011-04-14T00:00:00,THU,925,898,,,1823
GAGE AV,AT,HARVARD BL,AUTO,EV,2011-03-29T00:00:00,TUE,1471,1295,,,2766
GAGE AV,AT,ST ANDREWS PL,AUTO,EV,2011-04-12T00:00:00,TUE,1567,1952,,,3519
GAGE AV,AT,RAYMOND AV,AUTO,WV,2011-01-04T00:00:00,TUE,,,5068,5092,10160
GAGE AV,AT,CIMMARON ST,AUT,WV,2013-02-07T00:00:00,THU,0,0,5621,6162,11783
GAGE AV,AT,GRAND AV,AUTO,CR,2012-12-06T00:00:00,THU,,,10600,5323,15923
GAGE AV,AT,HOOVER SR,AUTO,CR,2012-12-06T00:00:00,THU,,,5647,13130,18777
GAGE AV,AT,HALDALE AV,MAN,SR,2013-06-04T00:00:00,TUE,11569,11468,0,0,23037
GARDEN AV,AT,GLENHURST AV,MAN,HW,2013-06-12T00:00:00,WED,0,0,0,259,259
GARNET ST,AT,LORENA ST,MAN,CR,2013-12-10T00:00:00,TUE,472,317,0,0,789
GARVANZA AV,AT,AVE 64,AUTO,CR,2013-08-13T00:00:00,TUE,282,3438,0,0,3720
GAVINA AV,AT ,CANDLEWOOD DR,MAN,WV,2013-02-06T00:00:00,WED,357,315,0,0,672
GAVINA AV,AT,TIBBETS ST,AUTO,EV,2011-04-12T00:00:00,TUE,1909,1979,,,3888
GAYLEY AV  alley w/o,AT, LINDBROOK DR,AUTO,WV,2011-02-07T00:00:00,MON,,,5400,6491,11891
GERMAIN ST,E/O,LARWIN AV,AUTO,WV,2011-02-07T00:00:00,MON,,,4093,4981,9074
GILMORE ST,AT,VAN NUYS BL,AUTO,WV,2011-04-21T00:00:00,THU,,,9199,9317,18516
GILROY ST,AT,RIPPLE ST,AUTO,HW,2014-02-25T00:00:00,TUE,0,0,1298,629,1927
GLEN IRIS AV,AT,COLORADO BL,MAN,CR,2013-05-09T00:00:00,THU,0,0,106,0,106
GLENDALE BL,AT,ROCKWOOD ST,AUTO,WV,2011-07-19T00:00:00,TUE,,,4449,4462,8911
GLENDALE BL,AT,RIVERSIDE DR,MAN,HW,2014-03-18T00:00:00,TUE,0,0,5158,6418,11576
GLENDALE BL,AT,WAVERLY DR,AUTO,HW,2013-10-07T00:00:00,MON,0,0,5582,6385,11967
GLENDALE BL,AT,DEANE ST,MAN,HW,2013-04-16T00:00:00,TUE,0,0,7915,10309,18224
GLENDALE BL,AT,COURT ST,AUTO,WV,2011-04-21T00:00:00,THU,,,7732,11468,19200
GLENDALE BL,AT,BELLEVUE AV,AUTO,WV,2011-04-21T00:00:00,THU,,,12864,12959,25823
GLENDALE BL,AT,MONTANA ST,MAN,HW,2013-12-12T00:00:00,THU,0,0,14549,21876,36425
GLENDALE BL  ,AT,HYPERION WY,AUTO,EV,2011-01-05T00:00:00,WED,,,6786,6253,13039
GLENDALE BL  ,AT,MONTANA ST,MAN,EV,2011-06-06T00:00:00,MON,,,8058,11184,19242
GLENDALE BL / ROWENA AV,AT,LAKEWOOD AV / GLENDALE BL,MAN,HW,2013-09-11T00:00:00,WED,0,0,11604,11470,23074
GLENHURST AV,AT,GARDEN AV,MAN,HW,20123-06-12T00:00:00,WED,660,703,0,0,1363
GLENOAKS BL,AT,VAN NUYS BL,AUTO,SR,2011-11-08T00:00:00,TUE,,,1552,1391,2943
GLENOAKS BL,AT,VAN NUYS BL,AUTO,SR,2011-11-08T00:00:00,TUE,,,,10729,10729
GOLDEN STATE FWY N/B OFF RAMP,TO,W/B SAN FERNANDO MISSION BL,AUTO,SR,2011-11-08T00:00:00,TUE,,,,5994,5994
GOLDEN STATE FWY N/B OFF RAMP,TO,E/B SAN FERNANDO MISSION BL,AUTO,SR,2012-12-12T00:00:00,WED,0,0,8437,8042,16479
GOLDEN STATE FWY S/B OFF RAMP,AT ,SAN FERNANDO MISSION BL,AUTO,EV,2011-04-27T00:00:00,WED,,,1261,2269,3530
GOLDEN STATE FWY S/B ON RAMP,S/O,SAN FERNANDO MISSION BL,MAN,CR,2011-06-14T00:00:00,TUE,,,16490,19002,35492
GOLDEN STATE FWY S/B ON RAMP ,N/O,SAN FERNANDO MISSION BL,MAN,CR,2011-11-15T00:00:00,TUE,,,7334,4329,11663
GOLDEN STATE FWY S/B RAMPS,AT,SAN FERNANDO MISSION BL,MAN,CR,2011-11-16T00:00:00,WED,,,6587,3499,10086
GOWER ST,AT,ROSEWOOD AV,AUTO,HW,2014-03-13T00:00:00,THU,0,0,386,669,1055
GRAMERCY PL,AT,GAGE AV,AUTO,WV,2011-07-25T00:00:00,MON,1638,1884,,,3522
GRAMERCY PL ,AT,RUTHELEN ST,AUTO,SR,2013-09-23T00:00:00,MON,0,0,524,913,1437
GRAMERCY PL ,AT,3rd ST,AUTO,HW,2014-05-06T00:00:00,TUE,0,0,1114,761,1875
GRAMERCY PL ,AT,3 rd ST,AUTO,HW,2013-11-07T00:00:00,THU,0,0,1211,678,1889
GRAMERCY PL ,AT,6th ST,AUTO,HW,2014-05-06T00:00:00,TUE,0,0,1731,1588,3319
GRAND AV,AT,N VENICE BL RAMPS,MAN,WR,2013-05-21T00:00:00,TUE,204,573,0,0,777
GRAND AV,N/O,39 th ST,AUTO,SR,2011-09-30T00:00:00,FRI,,,396,678,1074
GRAND AV,AT,ANDALUSIA AV,MAN,WR,2013-05-15T00:00:00,WED,1810,639,0,0,2449
GRAND AV,AT,RIVIERA AV,MAN,WR,2013-05-15T00:00:00,WED,1915,1149,0,0,3064
GRAND AV,N/O,35 th ST,AUTO,HW,2011-03-29T00:00:00,TUE,,,11260,,11260
GRAND AV,AT,SEPUVEDA ST,AUTO,CR,2011-02-09T00:00:00,TUE,,,7205,7900,15105
GRAND AV,AT,VENICE BL,AUTO,CR,2011-02-02T00:00:00,WED,,,7997,7282,15279
GRAND AV,AT,23 rd ST,MAN,HW,2012-11-29T00:00:00,THU,9442,6448,,,15890
GRAND AV,AT,GEN KOSCIUSZKO WY,MAN ,HW,2012-11-28T00:00:00,WED,14591,13033,,,27624
GRAND AV  lower level,N/O,4 th ST,AUTO,CR,2011-02-09T00:00:00,WED,,,9156,6635,15791
GRAND AV  viaduct,S/O,GEN KOSCIUSZKO WY,AUTO,CR,2011-02-09T00:00:00,TUE,,,7439,8786,16225
GRAND BL,AT,VENICE BL,MAN,WR,2013-05-14T00:00:00,TUE,0,0,139,357,496
GRAND BL,S/O,WINDWARD AV,AUTO,WR,2013-05-22T00:00:00,WED,0,0,2541,1237,3778
GRAND BL,S/O,WINDWARD AV,AUTO,WR,2013-05-22T00:00:00,WED,0,0,2541,1237,3778
GRAND VIEW ST,AT,OLYMPIC BL,MAN,HW,2013-01-17T00:00:00,THU,0,0,764,731,1495
GRAND VIEW ST,AT,3 rd ST,AUTO,HW,2014-02-05T00:00:00,WED,0,0,760,984,1744
GRAND VIEW ST,AT,OLYMPIC BL,AUT,SR,2013-02-11T00:00:00,MON,,,6018,6336,12354
GRAND VIEW ST,N/O,6 th ST,MAN,CR,2011-04-19T00:00:00,TUE,,,6784,6291,13075
GRAND VIEW ST,AT,6 TH ST,AUTO,CR,2011-02-09T00:00:00,WED,,,7647,7602,15249
GRANDE VISTA AV,AT,LORENA ST,AUTO,HW,2011-03-10T00:00:00,THU,,,4422,4682,9104
GRANDE VISTA AV,AT,MINES AV,AUTO,HW,2011-03-10T00:00:00,THU,,,3232,7324,10556
GRANDE VISTA AV,AT,WASHINGTON BL,AUTO,HW,2011-03-10T00:00:00,THU,,,5341,5790,11131
GRANT ST,W/O,MC FARLAND  AV  (MID-BLOCK),MAN,SR,2013-07-31T00:00:00,WED,233,374,0,0,607
GREEN AV,S/O,8 th ST,AUTO,CR,2011-04-05T00:00:00,TUE,,,22370,18897,41267
GRIFFIN AV,N/O ,MISSION RD,MAN,CR,2011-04-06T00:00:00,WED,,,21263,19296,40559
GRIFFITH AV,AT,25 th ST,MAN,CR,2013-05-14T00:00:00,TUE,0,0,5060,4087,9147
GRIFFITH AV,AT,37 th ST,AUTO,CR,2011-07-06T00:00:00,WED,,,5719,4729,10448
GRIFFITH AV,AT,38 th ST,AUTO,SR,2011-06-15T00:00:00,WED,,,4876,8882,13758
GULF AV,AT,D ST,MAN,CR,2011-04-21T00:00:00,THU,,,588,736,1323
GULF AV,AT,G ST,AUTO,EV,2011-03-10T00:00:00,THU,2990,3029,,,6019
HADDON AV,AT,VAN NUYS BL,AUTO,EV,2011-03-15T00:00:00,TUE,2443,3140,,,5583
HADDON AV,AT,VAN NUYS BL,AUTO,CR,2011-01-19T00:00:00,WED,3189,6308,,,9497
HAGAR ST,E/O,SHARP AV,AUTO,CR,2011-02-15T00:00:00,TUE,3190,6756,,,9946
HAINES CANYON AV,N/O,APPERSON ST,AUTO,HW,2011-11-03T00:00:00,THU,,,16596,15988,32584
HALLDALE AV,AT,MARTIN LUTHER KING BL,MAN,SR,2013-07-30T00:00:00,TUE,0,0,308,216,524
HALLDALE AV,AT,GAGE AV,MAN,SR,2013-06-04T00:00:00,TUE,0,0,421,477,898
HALLDALE AV,AT,218 th ST,AUT,SR,2013-04-03T00:00:00,WED,0,0,834,983,1817
